ID_Produto,Data_Producao,Tempo_Producao,Tempo_Setup,Quantidade_Produzida
P7592,2024-01-30,228,44,74
P7593,2024-01-20,125,29,19
P7594,2024-01-21,190,10,54
P7595,2024-01-14,158,10,13
P7596,2024-01-02,100,49,80
P7597,2024-01-02,109,59,46
P7598,2024-01-04,144,41,57
P7599,2024-01-25,148,35,66
P7600,2024-01-20,219,44,68
P7601,2024-01-05,141,48,56
P7602,2024-01-30,169,13,87
P7603,2024-01-15,202,12,33
P7604,2024-01-21,58,26,91
P7605,2024-01-27,142,27,86
P7606,2024-01-20,129,58,69
P7607,2024-01-14,53,42,81
P7608,2024-01-25,103,56,70
P7609,2024-01-27,175,42,90
P7610,2024-01-09,62,19,29
P7611,2024-01-21,118,50,86
P7612,2024-01-09,33,21,59
P7613,2024-01-19,138,43,45
P7614,2024-01-23,85,43,10
P7615,2024-01-12,89,30,26
P7616,2024-01-11,190,33,68
P7617,2024-01-18,75,23,81
P7618,2024-01-23,211,36,27
P7619,2024-01-25,225,26,45
P7620,2024-01-28,218,36,85
P7621,2024-01-30,220,37,58
P7622,2024-01-31,157,31,16
P7623,2024-01-04,55,60,20
P7624,2024-01-22,112,42,49
P7625,2024-01-06,231,36,27
P7626,2024-01-24,102,60,86
P7627,2024-01-24,131,60,71
P7628,2024-01-29,73,17,63
P7629,2024-01-22,220,30,79
P7630,2024-01-23,45,59,83
P7631,2024-01-16,227,34,69
P7632,2024-01-04,85,25,96
P7633,2024-01-06,231,15,31
P7634,2024-01-03,209,31,31
P7635,2024-01-01,56,17,18
P7636,2024-01-02,67,36,81
P7637,2024-01-03,110,50,23
P7638,2024-01-13,71,53,61
P7639,2024-01-12,137,52,97
P7640,2024-01-22,213,59,40
P7641,2024-01-23,171,59,17
P7642,2024-01-07,211,42,59
P7643,2024-01-30,118,42,86
P7644,2024-01-21,163,34,13
P7645,2024-01-13,83,43,55
P7646,2024-01-19,115,14,57
P7647,2024-01-03,208,12,90
P7648,2024-01-29,208,52,95
P7649,2024-01-12,168,24,28
P7650,2024-01-20,48,48,84
P7651,2024-01-26,157,21,39
P7652,2024-01-02,171,28,49
P7653,2024-01-15,174,34,35
P7654,2024-01-09,208,18,38
P7655,2024-01-18,162,38,71
P7656,2024-01-19,214,60,73
P7657,2024-01-20,176,21,15
P7658,2024-01-03,48,31,87
P7659,2024-01-11,81,33,90
P7660,2024-01-30,54,16,71
P7661,2024-01-03,92,11,44
P7662,2024-01-02,117,25,79
P7663,2024-01-10,134,42,50
P7664,2024-01-01,203,49,57
P7665,2024-01-14,113,17,16
P7666,2024-01-19,190,52,74
P7667,2024-01-25,89,54,42
P7668,2024-01-21,83,10,34
P7669,2024-01-09,190,23,20
P7670,2024-01-26,52,18,46
P7671,2024-01-05,204,26,19
P7672,2024-01-07,190,27,12
P7673,2024-01-20,141,21,40
P7674,2024-01-30,189,27,99
P7675,2024-01-23,143,33,47
P7676,2024-01-15,165,52,36
P7677,2024-01-01,233,28,82
P7678,2024-01-04,166,47,99
P7679,2024-01-16,68,60,85
P7680,2024-01-06,95,22,85
P7681,2024-01-16,182,24,37
P7682,2024-01-04,70,38,40
P7683,2024-01-14,111,32,70
P7684,2024-01-22,162,35,69
P7685,2024-01-14,87,46,58
P7686,2024-01-24,86,27,73
P7687,2024-01-27,126,23,90
P7688,2024-01-18,46,49,36
P7689,2024-01-05,88,27,90
P7690,2024-01-19,146,42,47
P7691,2024-01-02,113,59,72
P7692,2024-01-04,134,20,47
P7693,2024-01-01,179,52,11
P7694,2024-01-10,214,58,88
P7695,2024-01-05,194,23,53
P7696,2024-01-20,155,47,19
P7697,2024-01-13,47,32,12
P7698,2024-01-02,191,34,50
P7699,2024-01-16,140,54,86
P7700,2024-01-20,149,54,74
P7701,2024-01-20,177,26,82
P7702,2024-01-19,62,59,54
P7703,2024-01-08,134,47,35
P7704,2024-01-12,104,45,35
P7705,2024-01-26,147,53,97
P7706,2024-01-21,114,16,36
P7707,2024-01-24,115,11,85
P7708,2024-01-05,122,48,49
P7709,2024-01-07,88,60,46
P7710,2024-01-26,166,28,87
P7711,2024-01-30,36,53,51
P7712,2024-01-15,70,53,19
P7713,2024-01-05,76,24,82
P7714,2024-01-05,106,25,100
P7715,2024-01-06,237,17,93
P7716,2024-01-21,90,34,90
P7717,2024-01-01,220,59,46
P7718,2024-01-09,128,12,42
P7719,2024-01-25,112,44,37
P7720,2024-01-01,158,54,70
P7721,2024-01-02,161,41,91
P7722,2024-01-30,152,15,59
P7723,2024-01-09,218,32,67
P7724,2024-01-23,93,22,84
P7725,2024-01-05,52,20,96
P7726,2024-01-28,234,52,30
P7727,2024-01-28,196,40,53
P7728,2024-01-17,115,19,72
P7729,2024-01-07,50,23,58
P7730,2024-01-23,102,26,36
P7731,2024-01-30,31,19,15
P7732,2024-01-04,112,52,40
P7733,2024-01-02,187,42,99
P7734,2024-01-07,89,60,13
P7735,2024-01-20,147,15,27
P7736,2024-01-03,67,29,98
P7737,2024-01-17,156,39,62
P7738,2024-01-06,50,34,18
P7739,2024-01-17,232,18,86
P7740,2024-01-16,96,46,11
P7741,2024-01-03,81,45,11
P7742,2024-01-20,98,14,47
P7743,2024-01-24,109,24,82
P7744,2024-01-07,131,57,49
P7745,2024-01-19,194,48,36
P7746,2024-01-06,157,28,73
P7747,2024-01-29,120,26,24
P7748,2024-01-21,107,14,32
P7749,2024-01-21,194,54,79
P7750,2024-01-06,31,51,30
P7751,2024-01-22,194,24,49
P7752,2024-01-20,36,52,97
P7753,2024-01-08,200,17,56
P7754,2024-01-14,173,22,20
P7755,2024-01-07,103,30,70
P7756,2024-01-21,102,13,71
P7757,2024-01-23,136,55,73
P7758,2024-01-15,221,34,57
P7759,2024-01-21,173,31,16
P7760,2024-01-11,138,24,72
P7761,2024-01-08,223,13,61
P7762,2024-01-22,180,45,40
P7763,2024-01-08,229,28,20
P7764,2024-01-23,108,52,40
P7765,2024-01-29,216,19,74
P7766,2024-01-17,59,31,98
P7767,2024-01-04,69,42,90
P7768,2024-01-30,111,48,11
P7769,2024-01-25,181,43,25
P7770,2024-01-12,77,38,10
P7771,2024-01-10,151,26,65
P7772,2024-01-18,186,19,12
P7773,2024-01-20,181,51,17
P7774,2024-01-03,212,32,60
P7775,2024-01-11,30,29,37
P7776,2024-01-09,174,14,88
P7777,2024-01-05,78,59,53
P7778,2024-01-16,107,53,47
P7779,2024-01-30,104,15,23
P7780,2024-01-08,85,28,77
P7781,2024-01-19,168,47,78
P7782,2024-01-12,133,13,71
P7783,2024-01-16,156,53,84
P7784,2024-01-10,86,14,77
P7785,2024-01-25,93,58,23
P7786,2024-01-06,180,24,41
P7787,2024-01-19,70,36,46
P7788,2024-01-12,184,29,96
P7789,2024-01-12,205,16,69
P7790,2024-01-02,67,50,19
P7791,2024-01-24,162,56,26
P7792,2024-01-27,236,12,98
P7793,2024-01-07,67,35,28
P7794,2024-01-29,74,41,30
P7795,2024-01-16,240,17,63
P7796,2024-01-31,203,59,34
P7797,2024-01-04,86,23,83
P7798,2024-01-28,232,36,44
P7799,2024-01-05,181,45,77
P7800,2024-01-06,160,35,92
P7801,2024-01-29,145,32,50
P7802,2024-01-30,227,60,51
P7803,2024-01-18,96,19,67
P7804,2024-01-07,34,10,87
P7805,2024-01-14,145,19,26
P7806,2024-01-18,80,41,66
P7807,2024-01-15,58,37,21
P7808,2024-01-07,161,37,48
P7809,2024-01-17,83,53,13
P7810,2024-01-24,103,39,21
P7811,2024-01-18,133,34,86
P7812,2024-01-21,189,40,68
P7813,2024-01-02,218,38,21
P7814,2024-01-06,100,25,35
P7815,2024-01-29,102,23,47
P7816,2024-01-21,207,30,93
P7817,2024-01-31,106,52,41
P7818,2024-01-25,38,53,95
P7819,2024-01-01,75,40,26
P7820,2024-01-09,30,27,92
P7821,2024-01-20,88,19,32
P7822,2024-01-16,126,16,19
P7823,2024-01-08,67,29,48
P7824,2024-01-17,125,37,72
P7825,2024-01-26,193,56,20
P7826,2024-01-31,136,23,74
P7827,2024-01-21,201,24,76
P7828,2024-01-04,130,49,70
P7829,2024-01-12,80,48,85
P7830,2024-01-10,156,59,77
P7831,2024-01-18,192,22,84
P7832,2024-01-01,52,45,52
P7833,2024-01-12,140,35,20
P7834,2024-01-16,44,49,38
P7835,2024-01-24,214,11,19
P7836,2024-01-23,144,45,53
P7837,2024-01-06,80,59,15
P7838,2024-01-09,124,27,42
P7839,2024-01-29,117,49,24
P7840,2024-01-14,177,15,82
P7841,2024-01-22,215,29,72
P7842,2024-01-22,107,19,39
P7843,2024-01-09,117,28,72
P7844,2024-01-24,189,41,45
P7845,2024-01-17,100,30,73
P7846,2024-01-10,188,50,90
P7847,2024-01-19,118,11,57
P7848,2024-01-17,113,35,82
P7849,2024-01-27,207,30,23
P7850,2024-01-30,146,25,94
P7851,2024-01-01,148,10,85
P7852,2024-01-14,115,45,20
P7853,2024-01-06,90,57,61
P7854,2024-01-19,42,12,38
P7855,2024-01-27,156,32,63
P7856,2024-01-17,104,35,47
P7857,2024-01-13,148,40,54
P7858,2024-01-26,160,17,61
P7859,2024-01-30,198,11,58
P7860,2024-01-02,55,20,38
P7861,2024-01-27,76,15,87
P7862,2024-01-09,205,16,96
P7863,2024-01-12,222,20,67
P7864,2024-01-02,128,58,93
P7865,2024-01-25,91,18,17
P7866,2024-01-17,196,23,97
P7867,2024-01-05,202,26,79
P7868,2024-01-26,71,17,28
P7869,2024-01-18,214,58,89
P7870,2024-01-28,90,34,68
P7871,2024-01-01,48,41,94
P7872,2024-01-27,223,43,69
P7873,2024-01-29,167,22,50
P7874,2024-01-03,126,35,81
P7875,2024-01-06,42,34,29
P7876,2024-01-21,48,53,40
P7877,2024-01-16,100,54,94
P7878,2024-01-05,72,12,70
P7879,2024-01-23,237,10,17
P7880,2024-01-01,108,13,44
P7881,2024-01-19,41,39,45
P7882,2024-01-15,184,42,72
P7883,2024-01-27,145,24,68
P7884,2024-01-03,132,31,95
P7885,2024-01-08,74,60,18
P7886,2024-01-10,114,56,16
P7887,2024-01-09,75,13,36
P7888,2024-01-11,194,35,60
P7889,2024-01-21,38,18,95
P7890,2024-01-31,106,44,77
P7891,2024-01-10,84,50,100
P7892,2024-01-31,111,24,72
P7893,2024-01-20,108,38,12
P7894,2024-01-20,37,58,91
P7895,2024-01-12,221,23,84
P7896,2024-01-09,169,45,25
P7897,2024-01-13,68,23,15
P7898,2024-01-18,103,56,27
P7899,2024-01-25,120,49,84
P7900,2024-01-11,207,53,86
P7901,2024-01-27,62,27,78
P7902,2024-01-25,53,10,57
P7903,2024-01-23,82,34,69
P7904,2024-01-19,219,38,74
P7905,2024-01-16,216,48,22
P7906,2024-01-24,91,24,67
P7907,2024-01-29,65,37,82
P7908,2024-01-18,214,36,96
P7909,2024-01-19,192,33,61
P7910,2024-01-20,59,38,30
P7911,2024-01-04,186,60,68
P7912,2024-01-16,102,31,47
P7913,2024-01-03,222,26,11
P7914,2024-01-15,109,46,34
P7915,2024-01-20,184,58,71
P7916,2024-01-29,194,50,91
P7917,2024-01-04,135,13,88
P7918,2024-01-27,209,55,76
P7919,2024-01-10,194,22,90
P7920,2024-01-22,46,20,74
P7921,2024-01-21,154,17,37
P7922,2024-01-28,226,60,56
P7923,2024-01-05,236,55,34
P7924,2024-01-19,187,13,25
P7925,2024-01-11,112,34,24
P7926,2024-01-08,171,38,84
P7927,2024-01-14,209,17,99
P7928,2024-01-25,127,31,86
P7929,2024-01-08,114,27,11
P7930,2024-01-13,125,17,45
P7931,2024-01-04,165,27,60
P7932,2024-01-14,187,27,83
P7933,2024-01-11,228,60,94
P7934,2024-01-25,38,47,55
P7935,2024-01-15,134,11,32
P7936,2024-01-20,206,53,66
P7937,2024-01-24,197,10,49
P7938,2024-01-14,45,32,74
P7939,2024-01-31,202,52,85
P7940,2024-01-08,218,52,30
P7941,2024-01-22,176,24,58
P7942,2024-01-26,159,16,27
P7943,2024-01-16,237,32,38
P7944,2024-01-07,225,52,88
P7945,2024-01-31,43,17,68
P7946,2024-01-25,37,51,65
P7947,2024-01-21,64,42,59
P7948,2024-01-01,145,18,92
P7949,2024-01-09,234,60,11
P7950,2024-01-08,231,58,23
P7951,2024-01-14,36,36,60
P7952,2024-01-19,225,33,61
P7953,2024-01-23,127,39,75
P7954,2024-01-14,235,26,47
P7955,2024-01-10,88,13,39
P7956,2024-01-03,143,59,54
P7957,2024-01-07,211,29,58
P7958,2024-01-13,115,42,48
P7959,2024-01-24,198,41,92
P7960,2024-01-07,183,57,83
P7961,2024-01-28,53,51,46
P7962,2024-01-09,230,28,28
P7963,2024-01-29,90,16,24
P7964,2024-01-10,115,51,10
P7965,2024-01-09,111,39,40
P7966,2024-01-28,48,13,41
P7967,2024-01-03,218,58,26
P7968,2024-01-07,49,35,54
P7969,2024-01-13,134,13,93
P7970,2024-01-29,124,38,41
P7971,2024-01-07,137,41,100
P7972,2024-01-18,35,43,12
P7973,2024-01-21,47,42,11
P7974,2024-01-29,103,48,25
P7975,2024-01-28,197,52,74
P7976,2024-01-28,204,27,25
P7977,2024-01-22,195,35,23
P7978,2024-01-01,146,37,74
P7979,2024-01-06,238,40,66
P7980,2024-01-07,239,54,52
P7981,2024-01-04,146,48,18
P7982,2024-01-04,227,46,37
P7983,2024-01-06,168,57,45
P7984,2024-01-18,86,46,62
P7985,2024-01-21,63,56,27
P7986,2024-01-24,63,36,61
P7987,2024-01-06,30,17,62
P7988,2024-01-15,108,45,30
P7989,2024-01-19,121,10,79
P7990,2024-01-23,163,41,61
P7991,2024-01-16,133,34,12
P7992,2024-01-07,93,35,84
P7993,2024-01-22,102,47,34
P7994,2024-01-16,153,12,90
P7995,2024-01-03,230,56,46
P7996,2024-01-01,178,13,53
P7997,2024-01-03,171,16,81
P7998,2024-01-31,199,36,93
P7999,2024-01-15,151,13,31
P8000,2024-01-27,230,32,68
P8001,2024-01-17,37,19,17
P8002,2024-01-05,131,10,100
P8003,2024-01-21,40,37,61
P8004,2024-01-06,41,22,65
P8005,2024-01-23,46,41,87
P8006,2024-01-02,49,24,20
P8007,2024-01-12,46,50,16
P8008,2024-01-09,208,16,25
P8009,2024-01-26,75,55,14
P8010,2024-01-16,74,24,52
P8011,2024-01-18,59,42,14
P8012,2024-01-21,133,42,66
P8013,2024-01-18,83,36,81
P8014,2024-01-09,45,40,81
P8015,2024-01-25,80,47,60
P8016,2024-01-20,97,49,100
P8017,2024-01-22,75,36,33
P8018,2024-01-03,75,46,73
P8019,2024-01-08,80,41,85
P8020,2024-01-06,181,33,13
P8021,2024-01-07,201,35,85
P8022,2024-01-26,67,23,61
P8023,2024-01-14,214,58,61
P8024,2024-01-25,228,55,84
P8025,2024-01-26,122,49,40
P8026,2024-01-13,158,12,97
P8027,2024-01-24,195,41,24
P8028,2024-01-02,101,38,81
P8029,2024-01-28,42,49,56
P8030,2024-01-13,95,10,24
P8031,2024-01-07,229,17,57
P8032,2024-01-30,152,49,20
P8033,2024-01-02,210,42,56
P8034,2024-01-11,87,50,76
P8035,2024-01-04,70,44,17
P8036,2024-01-08,91,47,64
P8037,2024-01-23,107,32,52
P8038,2024-01-26,135,15,51
P8039,2024-01-21,45,42,68
P8040,2024-01-31,147,15,41
P8041,2024-01-23,154,52,79
P8042,2024-01-09,155,40,94
P8043,2024-01-10,205,55,90
P8044,2024-01-15,40,22,28
P8045,2024-01-29,151,22,28
P8046,2024-01-20,220,42,90
P8047,2024-01-13,113,25,20
P8048,2024-01-04,94,32,61
P8049,2024-01-13,176,12,19
P8050,2024-01-15,204,52,12
P8051,2024-01-08,181,43,98
P8052,2024-01-17,221,60,83
P8053,2024-01-18,77,25,61
P8054,2024-01-26,61,41,66
P8055,2024-01-15,191,28,15
P8056,2024-01-17,132,19,28
P8057,2024-01-30,70,58,87
P8058,2024-01-15,198,14,27
P8059,2024-01-01,125,58,49
P8060,2024-01-07,113,15,81
P8061,2024-01-28,224,16,58
P8062,2024-01-24,171,50,51
P8063,2024-01-29,54,57,68
P8064,2024-01-11,118,15,55
P8065,2024-01-26,160,46,54
P8066,2024-01-04,109,49,83
P8067,2024-01-09,70,60,27
P8068,2024-01-04,55,57,97
P8069,2024-01-02,76,53,42
P8070,2024-01-21,77,10,25
P8071,2024-01-04,161,29,44
P8072,2024-01-24,215,28,39
P8073,2024-01-10,63,43,32
P8074,2024-01-22,89,39,14
P8075,2024-01-03,95,31,35
P8076,2024-01-13,205,32,89
P8077,2024-01-15,101,53,47
P8078,2024-01-18,210,18,48
P8079,2024-01-15,238,26,48
P8080,2024-01-20,197,49,13
P8081,2024-01-19,227,32,26
P8082,2024-01-03,161,27,93
P8083,2024-01-05,236,20,25
P8084,2024-01-09,98,26,51
P8085,2024-01-06,158,10,73
P8086,2024-01-29,104,19,53
P8087,2024-01-22,231,59,80
P8088,2024-01-21,49,36,81
P8089,2024-01-21,159,21,46
P8090,2024-01-21,203,26,97
P8091,2024-01-12,102,56,40
P8092,2024-01-17,124,55,35
P8093,2024-01-20,173,20,30
P8094,2024-01-15,128,32,23
P8095,2024-01-15,84,13,46
P8096,2024-01-15,154,52,84
P8097,2024-01-19,57,21,15
P8098,2024-01-06,144,28,23
P8099,2024-01-02,34,58,58
P8100,2024-01-04,191,49,14
P8101,2024-01-28,95,13,83
P8102,2024-01-03,132,14,11
P8103,2024-01-12,184,37,10
P8104,2024-01-31,71,40,79
P8105,2024-01-30,60,55,95
P8106,2024-01-16,95,29,63
P8107,2024-01-01,62,15,98
P8108,2024-01-29,102,16,69
P8109,2024-01-24,183,33,70
P8110,2024-01-15,127,49,46
P8111,2024-01-22,112,59,52
P8112,2024-01-24,196,14,91
P8113,2024-01-01,61,21,11
P8114,2024-01-12,188,17,15
P8115,2024-01-30,152,56,54
P8116,2024-01-19,133,51,85
P8117,2024-01-06,125,18,48
P8118,2024-01-25,102,38,11
P8119,2024-01-14,165,48,47
P8120,2024-01-11,81,44,14
P8121,2024-01-24,196,52,53
P8122,2024-01-16,43,40,61
P8123,2024-01-16,34,11,21
P8124,2024-01-20,185,31,70
P8125,2024-01-19,183,53,71
P8126,2024-01-29,113,26,66
P8127,2024-01-07,102,56,23
P8128,2024-01-26,226,25,21
P8129,2024-01-08,149,48,74
P8130,2024-01-11,46,12,98
P8131,2024-01-11,115,56,66
P8132,2024-01-19,123,17,13
P8133,2024-01-10,197,44,60
P8134,2024-01-09,112,28,70
P8135,2024-01-16,123,22,71
P8136,2024-01-03,66,30,37
P8137,2024-01-16,167,46,37
P8138,2024-01-24,216,32,88
P8139,2024-01-23,40,38,60
P8140,2024-01-06,220,44,54
P8141,2024-01-27,141,59,48
P8142,2024-01-28,79,16,10
P8143,2024-01-06,196,53,39
P8144,2024-01-19,37,33,96
P8145,2024-01-19,180,37,98
P8146,2024-01-05,194,36,78
P8147,2024-01-23,203,55,70
P8148,2024-01-09,100,24,10
P8149,2024-01-16,97,34,34
P8150,2024-01-14,141,15,62
P8151,2024-01-13,145,42,23
P8152,2024-01-24,106,46,91
P8153,2024-01-30,107,25,95
P8154,2024-01-15,128,47,98
P8155,2024-01-18,66,54,20
P8156,2024-01-04,74,11,45
P8157,2024-01-26,63,46,40
P8158,2024-01-21,184,23,48
P8159,2024-01-18,64,44,30
P8160,2024-01-24,210,34,43
P8161,2024-01-28,225,17,17
P8162,2024-01-12,155,28,29
P8163,2024-01-31,189,29,96
P8164,2024-01-27,100,38,42
P8165,2024-01-30,228,44,44
P8166,2024-01-24,182,37,71
P8167,2024-01-06,230,35,33
P8168,2024-01-08,159,12,94
P8169,2024-01-11,34,59,26
P8170,2024-01-15,112,10,52
P8171,2024-01-23,206,34,58
P8172,2024-01-21,75,31,67
P8173,2024-01-26,239,45,71
P8174,2024-01-11,96,19,76
P8175,2024-01-09,102,29,60
P8176,2024-01-30,146,33,49
P8177,2024-01-22,125,56,53
P8178,2024-01-05,107,26,83
P8179,2024-01-30,234,12,31
P8180,2024-01-14,112,19,43
P8181,2024-01-04,153,29,85
P8182,2024-01-13,143,54,56
P8183,2024-01-14,83,51,56
P8184,2024-01-01,104,41,81
P8185,2024-01-04,173,38,41
P8186,2024-01-21,66,40,71
P8187,2024-01-03,85,32,97
P8188,2024-01-01,73,27,26
P8189,2024-01-18,95,52,46
P8190,2024-01-03,109,11,41
P8191,2024-01-15,62,49,95
P8192,2024-01-29,110,57,66
P8193,2024-01-25,234,27,98
P8194,2024-01-14,77,22,88
P8195,2024-01-16,208,60,40
P8196,2024-01-21,102,54,82
P8197,2024-01-21,107,52,35
P8198,2024-01-28,231,40,68
P8199,2024-01-03,30,33,47
P8200,2024-01-09,71,53,82
P8201,2024-01-10,155,12,28
P8202,2024-01-07,135,58,75
P8203,2024-01-21,33,30,84
P8204,2024-01-05,148,52,71
P8205,2024-01-05,86,53,66
P8206,2024-01-09,135,57,41
P8207,2024-01-17,43,40,12
P8208,2024-01-23,113,18,80
P8209,2024-01-31,119,52,40
P8210,2024-01-15,55,47,73
P8211,2024-01-07,48,10,26
P8212,2024-01-06,103,48,32
P8213,2024-01-23,101,18,22
P8214,2024-01-11,50,12,59
P8215,2024-01-24,104,14,72
P8216,2024-01-18,73,60,36
P8217,2024-01-07,199,18,72
P8218,2024-01-16,128,57,82
P8219,2024-01-01,227,24,80
P8220,2024-01-11,31,47,61
P8221,2024-01-14,55,51,71
P8222,2024-01-17,198,21,91
P8223,2024-01-11,168,36,55
P8224,2024-01-02,56,18,29
P8225,2024-01-08,90,34,98
P8226,2024-01-02,45,10,62
P8227,2024-01-10,38,40,35
P8228,2024-01-27,191,52,70
P8229,2024-01-18,132,39,77
P8230,2024-01-11,136,49,81
P8231,2024-01-21,47,43,58
P8232,2024-01-30,121,36,15
P8233,2024-01-30,212,26,79
P8234,2024-01-08,114,55,88
P8235,2024-01-31,61,13,22
P8236,2024-01-11,208,12,25
P8237,2024-01-14,199,58,68
P8238,2024-01-21,141,32,87
P8239,2024-01-29,52,13,86
P8240,2024-01-18,113,20,10
P8241,2024-01-12,234,31,51
P8242,2024-01-21,118,32,28
P8243,2024-01-27,104,30,65
P8244,2024-01-17,163,37,24
P8245,2024-01-23,173,10,53
P8246,2024-01-09,233,48,14
P8247,2024-01-10,188,39,37
P8248,2024-01-08,109,32,36
P8249,2024-01-11,60,50,29
P8250,2024-01-08,189,59,79
P8251,2024-01-30,218,49,12
P8252,2024-01-06,209,60,48
P8253,2024-01-16,196,11,29
P8254,2024-01-25,49,27,41
P8255,2024-01-21,60,45,15
P8256,2024-01-25,209,51,13
P8257,2024-01-31,153,20,55
P8258,2024-01-05,56,34,77
P8259,2024-01-08,168,16,97
P8260,2024-01-16,181,10,91
P8261,2024-01-04,207,15,34
P8262,2024-01-22,43,33,95
P8263,2024-01-05,175,54,43
P8264,2024-01-05,155,30,98
P8265,2024-01-02,88,15,14
P8266,2024-01-18,115,32,71
P8267,2024-01-06,235,58,91
P8268,2024-01-23,139,60,64
P8269,2024-01-21,60,26,23
P8270,2024-01-16,202,34,56
P8271,2024-01-09,119,36,68
P8272,2024-01-19,221,28,78
P8273,2024-01-16,36,11,14
P8274,2024-01-20,184,42,94
P8275,2024-01-18,49,13,27
P8276,2024-01-04,202,52,24
P8277,2024-01-07,170,13,82
P8278,2024-01-12,239,27,100
P8279,2024-01-24,232,42,64
P8280,2024-01-30,31,42,69
P8281,2024-01-23,141,16,96
P8282,2024-01-03,229,10,34
P8283,2024-01-03,90,31,27
P8284,2024-01-20,207,46,47
P8285,2024-01-22,157,23,31
P8286,2024-01-25,212,25,16
P8287,2024-01-30,120,21,55
P8288,2024-01-12,79,46,63
P8289,2024-01-24,206,58,20
P8290,2024-01-22,123,52,74
P8291,2024-01-23,236,37,42
P8292,2024-01-11,186,59,49
P8293,2024-01-18,125,30,89
P8294,2024-01-08,207,27,100
P8295,2024-01-20,105,37,19
P8296,2024-01-08,162,10,49
P8297,2024-01-31,59,44,92
P8298,2024-01-08,110,41,14
P8299,2024-01-11,77,16,41
P8300,2024-01-05,235,58,61
P8301,2024-01-19,134,21,17
P8302,2024-01-11,208,26,21
P8303,2024-01-18,224,34,44
P8304,2024-01-24,163,60,70
P8305,2024-01-02,189,32,14
P8306,2024-01-26,167,50,12
P8307,2024-01-27,80,33,13
P8308,2024-01-02,46,31,46
P8309,2024-01-24,88,36,83
P8310,2024-01-06,63,47,42
P8311,2024-01-19,189,20,42
P8312,2024-01-19,177,25,44
P8313,2024-01-28,177,12,19
P8314,2024-01-07,218,17,32
P8315,2024-01-08,190,38,22
P8316,2024-01-27,33,54,46
P8317,2024-01-07,168,18,19
P8318,2024-01-17,143,31,59
P8319,2024-01-13,213,52,99
P8320,2024-01-06,150,34,98
P8321,2024-01-23,55,20,92
P8322,2024-01-12,157,23,64
P8323,2024-01-10,227,60,27
P8324,2024-01-30,47,26,12
P8325,2024-01-17,165,48,20
P8326,2024-01-26,167,58,80
P8327,2024-01-21,101,50,31
P8328,2024-01-20,197,53,80
P8329,2024-01-30,95,54,12
P8330,2024-01-08,164,58,31
P8331,2024-01-19,104,27,70
P8332,2024-01-02,70,45,24
P8333,2024-01-26,46,25,67
P8334,2024-01-01,127,22,22
P8335,2024-01-05,166,36,65
P8336,2024-01-13,41,15,92
P8337,2024-01-08,120,22,49
P8338,2024-01-28,218,46,82
P8339,2024-01-21,181,53,72
P8340,2024-01-07,139,57,16
P8341,2024-01-27,182,42,91
P8342,2024-01-29,181,15,51
P8343,2024-01-13,215,48,56
P8344,2024-01-06,71,17,35
P8345,2024-01-31,78,10,67
P8346,2024-01-24,63,10,74
P8347,2024-01-25,44,11,53
P8348,2024-01-16,114,15,16
P8349,2024-01-16,104,52,89
P8350,2024-01-13,75,37,96
P8351,2024-01-17,217,33,29
P8352,2024-01-04,115,38,69
P8353,2024-01-31,135,22,69
P8354,2024-01-12,146,57,70
P8355,2024-01-25,79,42,21
P8356,2024-01-31,188,22,72
P8357,2024-01-17,189,57,23
P8358,2024-01-31,68,35,47
P8359,2024-01-14,92,23,48
P8360,2024-01-02,54,55,69
P8361,2024-01-10,56,56,62
P8362,2024-01-26,92,12,88
P8363,2024-01-09,43,48,45
P8364,2024-01-03,133,12,66
P8365,2024-01-16,149,40,32
P8366,2024-01-13,231,58,51
P8367,2024-01-23,127,27,85
P8368,2024-01-27,224,33,34
P8369,2024-01-18,56,52,46
P8370,2024-01-16,78,11,87
P8371,2024-01-10,211,53,20
P8372,2024-01-21,74,23,67
P8373,2024-01-10,106,46,46
P8374,2024-01-17,171,54,100
P8375,2024-01-02,210,54,82
P8376,2024-01-24,41,29,20
P8377,2024-01-26,34,46,51
P8378,2024-01-20,126,19,85
P8379,2024-01-21,194,35,82
P8380,2024-01-04,161,18,15
P8381,2024-01-19,202,34,57
P8382,2024-01-07,209,53,56
P8383,2024-01-11,33,32,17
P8384,2024-01-08,208,15,20
P8385,2024-01-18,68,46,88
P8386,2024-01-16,127,25,94
P8387,2024-01-03,206,26,50
P8388,2024-01-01,143,57,63
P8389,2024-01-13,213,51,22
P8390,2024-01-13,200,40,25
P8391,2024-01-23,142,23,24
P8392,2024-01-17,179,19,93
P8393,2024-01-19,205,18,94
P8394,2024-01-04,67,15,35
P8395,2024-01-23,198,22,86
P8396,2024-01-10,118,22,91
P8397,2024-01-29,180,11,15
P8398,2024-01-16,190,18,59
P8399,2024-01-23,79,24,87
P8400,2024-01-21,232,15,83
P8401,2024-01-19,39,11,93
P8402,2024-01-26,233,59,37
P8403,2024-01-30,179,37,66
P8404,2024-01-02,42,18,63
P8405,2024-01-27,233,46,60
P8406,2024-01-27,109,58,95
P8407,2024-01-08,148,36,47
P8408,2024-01-07,41,38,55
P8409,2024-01-17,115,43,74
P8410,2024-01-22,61,17,25
P8411,2024-01-02,163,34,54
P8412,2024-01-17,30,47,95
